state_abbrev,grade,year,gender_female,gender_male,pared_did_not_finish_high_school,pared_graduated_college,pared_graduated_high_school,pared_some_education_after_high_school,pared_unknown,schtype_bureau_of_indian_education,schtype_catholic,schtype_department_of_defense,schtype_other_private,schtype_public,slunch3_eligible,slunch3_information_not_available,slunch3_not_eligible,srace10_american_indian_alaska_native,srace10_asian,srace10_black,srace10_hispanic,srace10_native_hawaiian_other_pacific_islander,srace10_two_or_more_races,srace10_white,FIPS,hh_in_group_quarters,hh_in_households,hh_in_householdsin_family_households,hh_in_householdsin_family_householdsbrother_or_sister,hh_in_householdsin_family_householdschild,hh_in_householdsin_family_householdschildadopted_child,hh_in_householdsin_family_householdschildbiological_child,hh_in_householdsin_family_householdshouseholder,hh_in_householdsin_family_householdshouseholderfemale,hh_in_householdsin_family_householdshouseholdermale,hh_in_householdsin_family_householdsnonrelatives,hh_in_householdsin_family_householdsnonrelativesfoster_child,hh_in_householdsin_family_householdsnonrelativeshousemate_or_roommate,hh_in_householdsin_family_householdsnonrelativesother_nonrelatives,hh_in_householdsin_family_householdsnonrelativesroomer_or_boarder,hh_in_householdsin_family_householdsnonrelativesunmarried_partner,hh_in_householdsin_family_householdsother_relatives,hh_in_householdsin_family_householdsparent,hh_in_householdsin_family_householdsspouse,hh_in_householdsin_nonfamily_households,hh_in_householdsin_nonfamily_householdshouseholder,hh_in_householdsin_nonfamily_householdshouseholderfemale,hh_in_householdsin_nonfamily_householdshouseholderfemaleliving_alone,hh_in_householdsin_nonfamily_householdshouseholderfemalenot_living_alone,hh_in_householdsin_nonfamily_householdshouseholdermale,hh_in_householdsin_nonfamily_householdshouseholdermaleliving_alone,hh_in_householdsin_nonfamily_householdshouseholdermalenot_living_alone,hh_in_householdsin_nonfamily_householdsnonrelatives,hh_in_householdsin_nonfamily_householdsnonrelativesfoster_child,hh_in_householdsin_nonfamily_householdsnonrelativeshousemate_or_roommate,hh_in_householdsin_nonfamily_householdsnonrelativesother_nonrelatives,hh_in_householdsin_nonfamily_householdsnonrelativesroomer_or_boarder,hh_in_householdsin_nonfamily_householdsnonrelativesunmarried_partner,median_household_income,pov_ratio_100_124,pov_ratio_125_149,pov_ratio_150_174,pov_ratio_175_184,pov_ratio_185_199,pov_ratio_200_299,pov_ratio_300_399,pov_ratio_400_499,pov_ratio_50_74,pov_ratio_500_and_over,pov_ratio_75_99,pov_ratio_under_50,state,educ_less_than_hs,educ_hs_or_ged,educ_some_college,educ_bachelors,educ_graduate
CT,4,2019,240.9,245.6,,,,,,,,,,243.26,227.4,,255.9,,264.66,226.51,228.41,,248.64,252.0,9,0.033335277395864,0.966664722604136,0.8103269345770868,0.0101890270599551,0.2973394341550207,0.0069403032346875,0.2814753258002305,0.2521450032523515,0.118591535068051,0.1335534681843004,0.0186141661883249,0.0005288036118263,0.0031887276371184,0.00456054745545,0.0016251990687475,0.0087108884151825,0.0114930372330762,0.0123318676590129,0.1868281298964912,0.156337788027049,0.1262074232865019,0.0700211326108304,0.0600916239461251,0.0099295086647053,0.0561862906756714,0.0443335553657381,0.0118527353099333,0.0301303647405471,0.0001389679148757,0.0104898451568146,0.0033447177263063,0.0028027986686985,0.0133540352738519,69461.0,0.0240377964467887,0.0264316156785752,0.027021493464309,0.0117986624272198,0.0172968103437781,0.1237193952479976,0.1276913865669444,0.1141308377703283,0.0188926898316358,0.4545478691910042,0.0227650770216594,0.0316663660097589,Connecticut,0.10819593241728567,0.2775926123708496,0.2496422522497085,0.2038349904102733,0.16073421255188203
CT,8,2013,285.0,285.47,260.06,296.19,267.05,280.24,262.74,,,,,285.24,262.76,,297.0,,308.2,260.43,257.84,,,296.61,9,0.033335277395864,0.966664722604136,0.8103269345770868,0.0101890270599551,0.2973394341550207,0.0069403032346875,0.2814753258002305,0.2521450032523515,0.118591535068051,0.1335534681843004,0.0186141661883249,0.0005288036118263,0.0031887276371184,0.00456054745545,0.0016251990687475,0.0087108884151825,0.0114930372330762,0.0123318676590129,0.1868281298964912,0.156337788027049,0.1262074232865019,0.0700211326108304,0.0600916239461251,0.0099295086647053,0.0561862906756714,0.0443335553657381,0.0118527353099333,0.0301303647405471,0.0001389679148757,0.0104898451568146,0.0033447177263063,0.0028027986686985,0.0133540352738519,69461.0,0.0240377964467887,0.0264316156785752,0.027021493464309,0.0117986624272198,0.0172968103437781,0.1237193952479976,0.1276913865669444,0.1141308377703283,0.0188926898316358,0.4545478691910042,0.0227650770216594,0.0316663660097589,Connecticut,0.10819593241728567,0.2775926123708496,0.2496422522497085,0.2038349904102733,0.16073421255188203
CT,8,2015,283.39,284.49,253.74,296.86,264.54,275.19,260.7,,,,,283.96,261.18,,296.15,,309.8,256.42,261.41,,,294.81,9,0.033335277395864,0.966664722604136,0.8103269345770868,0.0101890270599551,0.2973394341550207,0.0069403032346875,0.2814753258002305,0.2521450032523515,0.118591535068051,0.1335534681843004,0.0186141661883249,0.0005288036118263,0.0031887276371184,0.00456054745545,0.0016251990687475,0.0087108884151825,0.0114930372330762,0.0123318676590129,0.1868281298964912,0.156337788027049,0.1262074232865019,0.0700211326108304,0.0600916239461251,0.0099295086647053,0.0561862906756714,0.0443335553657381,0.0118527353099333,0.0301303647405471,0.0001389679148757,0.0104898451568146,0.0033447177263063,0.0028027986686985,0.0133540352738519,69461.0,0.0240377964467887,0.0264316156785752,0.027021493464309,0.0117986624272198,0.0172968103437781,0.1237193952479976,0.1276913865669444,0.1141308377703283,0.0188926898316358,0.4545478691910042,0.0227650770216594,0.0316663660097589,Connecticut,0.10819593241728567,0.2775926123708496,0.2496422522497085,0.2038349904102733,0.16073421255188203
CT,8,2017,284.61,283.69,262.28,295.19,262.62,279.6,260.43,,,,,284.14,263.65,,295.08,,311.18,257.73,263.0,,,295.01,9,0.033335277395864,0.966664722604136,0.8103269345770868,0.0101890270599551,0.2973394341550207,0.0069403032346875,0.2814753258002305,0.2521450032523515,0.118591535068051,0.1335534681843004,0.0186141661883249,0.0005288036118263,0.0031887276371184,0.00456054745545,0.0016251990687475,0.0087108884151825,0.0114930372330762,0.0123318676590129,0.1868281298964912,0.156337788027049,0.1262074232865019,0.0700211326108304,0.0600916239461251,0.0099295086647053,0.0561862906756714,0.0443335553657381,0.0118527353099333,0.0301303647405471,0.0001389679148757,0.0104898451568146,0.0033447177263063,0.0028027986686985,0.0133540352738519,69461.0,0.0240377964467887,0.0264316156785752,0.027021493464309,0.0117986624272198,0.0172968103437781,0.1237193952479976,0.1276913865669444,0.1141308377703283,0.0188926898316358,0.4545478691910042,0.0227650770216594,0.0316663660097589,Connecticut,0.10819593241728567,0.2775926123708496,0.2496422522497085,0.2038349904102733,0.16073421255188203
CT,8,2019,286.78,285.55,264.81,298.52,264.97,279.05,261.18,,,,,286.16,263.35,,300.36,,328.92,256.45,262.52,,283.87,298.53,9,0.033335277395864,0.966664722604136,0.8103269345770868,0.0101890270599551,0.2973394341550207,0.0069403032346875,0.2814753258002305,0.2521450032523515,0.118591535068051,0.1335534681843004,0.0186141661883249,0.0005288036118263,0.0031887276371184,0.00456054745545,0.0016251990687475,0.0087108884151825,0.0114930372330762,0.0123318676590129,0.1868281298964912,0.156337788027049,0.1262074232865019,0.0700211326108304,0.0600916239461251,0.0099295086647053,0.0561862906756714,0.0443335553657381,0.0118527353099333,0.0301303647405471,0.0001389679148757,0.0104898451568146,0.0033447177263063,0.0028027986686985,0.0133540352738519,69461.0,0.0240377964467887,0.0264316156785752,0.027021493464309,0.0117986624272198,0.0172968103437781,0.1237193952479976,0.1276913865669444,0.1141308377703283,0.0188926898316358,0.4545478691910042,0.0227650770216594,0.0316663660097589,Connecticut,0.10819593241728567,0.2775926123708496,0.2496422522497085,0.2038349904102733,0.16073421255188203
DE,4,2013,242.99,243.23,,,,,,,,,,243.11,233.26,,253.98,,270.47,229.44,234.41,,250.67,252.41,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,4,2015,237.83,239.53,,,,,,,,,,238.68,229.47,,245.34,,258.36,226.72,232.42,,241.38,247.34,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,4,2017,236.67,235.59,,,,,,,,,,236.13,224.79,,245.49,,267.71,222.39,228.81,,236.79,246.23,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,4,2019,237.97,240.65,,,,,,,,,,239.32,226.72,,245.12,,272.75,224.58,231.99,,242.84,249.72,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,8,2013,280.82,283.83,267.82,292.04,270.62,282.34,266.85,,,,,282.34,269.35,,294.09,,312.45,264.42,275.93,,,293.5,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,8,2015,279.6,280.01,264.12,290.4,267.48,279.91,262.85,,,,,279.81,266.65,,288.92,,317.01,263.38,269.72,,,290.85,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,8,2017,278.49,277.57,261.98,287.78,266.33,276.18,266.3,,,,,278.02,265.33,,283.67,,314.42,262.52,267.33,,,288.72,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
DE,8,2019,277.01,276.4,263.68,287.65,262.71,277.19,261.26,,,,,276.7,259.04,,283.55,,311.65,260.02,266.49,,281.67,289.22,10,0.0272608388390724,0.9727391611609276,0.8170986497821554,0.0110672511079359,0.2906303731867387,0.0068446555986817,0.2722165103924724,0.249639494257226,0.1142027154063092,0.1354367788509168,0.0253179605612221,0.0004799404697692,0.0035390105741012,0.007680148297202,0.0021839492936289,0.0114349119265206,0.0159106870413871,0.0117123087118001,0.1805313689531353,0.1556405113787721,0.1199003573134781,0.0669594009990687,0.05689055816196,0.0100688428371086,0.0529409563144094,0.0398768886648188,0.0130640676495906,0.0357401540652939,0.0003852733128881,0.0135429073384659,0.0051472514601858,0.003318854395308,0.0133458675584459,59878.0,0.0300462113729363,0.0367089389022153,0.0408714900522082,0.0163856356709468,0.0187755749964724,0.149375617327501,0.1498165655425427,0.1247751164103287,0.0206319669817976,0.3551088260194722,0.024005220826866,0.0334988358967122,Delaware,0.12254302565846194,0.3169333429236523,0.2719362200193549,0.1718214631339419,0.1167659482645881
FL,4,2013,241.58,241.77,,,,,,,,,,241.68,233.26,,254.73,,264.28,227.77,238.31,,240.41,250.53,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,4,2015,242.34,242.98,,,,,,,,,,242.66,235.21,,254.33,,261.99,227.8,239.81,,243.57,250.86,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,4,2017,245.23,247.48,,,,,,,,,,246.37,239.04,,257.33,,267.3,233.34,241.56,,258.56,255.11,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,4,2019,243.62,248.18,,,,,,,,,,245.96,239.23,,256.22,,266.46,232.96,242.3,,246.14,253.86,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,8,2013,280.04,281.65,265.58,290.3,268.83,285.75,265.66,,,,,280.86,270.88,,293.63,,309.77,263.78,274.41,,284.74,290.93,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,8,2015,275.87,274.81,263.9,285.45,265.59,280.47,256.93,,,,,275.32,265.68,,291.96,,297.07,258.31,272.03,,282.16,285.47,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,8,2017,277.12,281.05,263.6,287.86,267.3,278.7,265.22,,,,,279.12,268.73,,292.97,,302.98,262.1,273.14,,284.23,290.62,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
FL,8,2019,278.45,278.59,262.21,288.32,263.06,276.22,268.45,,,,,278.52,267.03,,293.98,,313.27,259.5,275.61,,278.77,289.38,12,0.0222548597895276,0.9777451402104724,0.805742250495465,0.0142693297357163,0.2809096002358369,0.0061051829443958,0.2622399607441267,0.2425077349951988,0.1080353646473791,0.1344723703478197,0.0233268744962327,0.0004716843757392,0.0046979868584175,0.0065903290507918,0.00201417871186,0.0095526954994239,0.0182918205686444,0.0187747667034934,0.1761432361665265,0.1720028897150073,0.132481605618853,0.0717706146238603,0.0611483139103781,0.0106223007134822,0.0607109909949926,0.0469421547862266,0.0137688362087659,0.0395212840961542,0.0001062795778317,0.0159792838107865,0.0060191221526868,0.0037869367365705,0.0136296618182785,46956.0,0.0428485061730075,0.0467828413308442,0.0483014968617116,0.018990645937267,0.0278632574999141,0.1776766492726501,0.1428961761026992,0.1060140789368244,0.0322339010310053,0.2696385746712622,0.0386551939163925,0.0480986782664215,Florida,0.1388749827951974,0.297670441673638,0.2994477267998362,0.1692462168020536,0.0947606319292737
GA,4,2013,239.35,240.74,,,,,,,,,,240.05,230.37,,255.46,,263.52,226.32,235.22,,247.02,249.82,13,0.0264609547178269,0.973539045282173,0.8288865804583027,0.0140284556711503,0.3105471459572004,0.0074595198144992,0.2889011751488239,0.2446477045776953,0.1122046086318247,0.1324430959458706,0.0203111651625002,0.0006639880853178,0.0036411296278231,0.005717188168454,0.0020635208472789,0.0082253384336262,0.0191557606572687,0.0126231127586115,0.1728897966314785,0.1446524648238703,0.1139605992283508,0.0616558908759943,0.0537807923964903,0.0078750984795039,0.0523047083523564,0.0413966093388283,0.0109080990135281,0.0306918655955195,8.817158332821122e-05,0.0133848540790875,0.0044912463965599,0.0036550943757028,0.0090724991608409,49179.0,0.0440353219204565,0.046838126474941,0.0472910250256656,0.0177684559284295,0.0267210144927536,0.1644784208631654,0.1371661800194659,0.1043479094169566,0.0377743223604389,0.2716757996346813,0.0428270369185232,0.0590763869445222,Georgia,0.1526078897759327,0.2874138083730816,0.28039575399486316,0.177425068637002,0.1021574792191195
GA,4,2015,235.61,237.27,,,,,,,,,,236.45,228.06,245.01,251.74,,261.53,223.84,233.65,,238.13,245.36,13,0.0264609547178269,0.973539045282173,0.8288865804583027,0.0140284556711503,0.3105471459572004,0.0074595198144992,0.2889011751488239,0.2446477045776953,0.1122046086318247,0.1324430959458706,0.0203111651625002,0.0006639880853178,0.0036411296278231,0.005717188168454,0.0020635208472789,0.0082253384336262,0.0191557606572687,0.0126231127586115,0.1728897966314785,0.1446524648238703,0.1139605992283508,0.0616558908759943,0.0537807923964903,0.0078750984795039,0.0523047083523564,0.0413966093388283,0.0109080990135281,0.0306918655955195,8.817158332821122e-05,0.0133848540790875,0.0044912463965599,0.0036550943757028,0.0090724991608409,49179.0,0.0440353219204565,0.046838126474941,0.0472910250256656,0.0177684559284295,0.0267210144927536,0.1644784208631654,0.1371661800194659,0.1043479094169566,0.0377743223604389,0.2716757996346813,0.0428270369185232,0.0590763869445222,Georgia,0.1526078897759327,0.2874138083730816,0.28039575399486316,0.177425068637002,0.1021574792191195
GA,4,2017,236.09,236.67,,,,,,,,,,236.38,225.77,,255.31,,273.07,223.29,228.45,,241.38,247.01,13,0.0264609547178269,0.973539045282173,0.8288865804583027,0.0140284556711503,0.3105471459572004,0.0074595198144992,0.2889011751488239,0.2446477045776953,0.1122046086318247,0.1324430959458706,0.0203111651625002,0.0006639880853178,0.0036411296278231,0.005717188168454,0.0020635208472789,0.0082253384336262,0.0191557606572687,0.0126231127586115,0.1728897966314785,0.1446524648238703,0.1139605992283508,0.0616558908759943,0.0537807923964903,0.0078750984795039,0.0523047083523564,0.0413966093388283,0.0109080990135281,0.0306918655955195,8.817158332821122e-05,0.0133848540790875,0.0044912463965599,0.0036550943757028,0.0090724991608409,49179.0,0.0440353219204565,0.046838126474941,0.0472910250256656,0.0177684559284295,0.0267210144927536,0.1644784208631654,0.1371661800194659,0.1043479094169566,0.0377743223604389,0.2716757996346813,0.0428270369185232,0.0590763869445222,Georgia,0.1526078897759327,0.2874138083730816,0.28039575399486316,0.177425068637002,0.1021574792191195
